Date,Year,Month,Day,Season,Country,City,Temperature_C,Humidity_%,WindSpeed_mps,Pressure_hPa,Rainfall_mm,Visibility_km,UV_Index,PM2_5,PM10,NO2,SO2,CO,Ozone,NH3,Aerosol_Optical_Depth,Traffic_Density,Industrial_Activity,Green_Cover_%,Population_Density,AQI,AQI_Category
2025-10-04,2025,10,4,Autumn,Japan,Nagoya,17.5,36.0,9.7,1018.6,11.4,11.0,8.1,37.0,62.7,20.5,8.9,2.37,46.8,23.9,0.64,45,47,21,742,154,Unhealthy
2024-07-11,2024,7,11,Monsoon,Brazil,Sao Paulo,21.2,45.0,5.9,1028.1,0.0,10.9,8.6,58.5,82.9,37.8,17.3,1.06,33.1,16.3,0.18,73,76,63,12371,216,Very Unhealthy
2024-02-04,2024,2,4,Winter,China,Shenzhen,32.2,71.0,6.7,1017.4,8.8,6.1,7.0,105.4,143.0,51.1,15.6,1.2,46.5,16.7,0.53,22,57,46,1315,359,Hazardous
2024-03-14,2024,3,14,Summer,USA,New York,27.2,71.0,1.1,1015.5,7.2,6.6,6.7,33.4,65.0,31.7,13.6,1.76,24.7,17.4,0.13,87,69,45,7728,150,Unhealthy for Sensitive Groups
2025-07-26,2025,7,26,Monsoon,France,Marseille,29.0,35.0,8.9,1014.6,6.7,5.6,6.4,33.3,62.0,24.5,7.6,0.76,48.1,27.6,0.34,60,64,44,9542,144,Unhealthy for Sensitive Groups
2025-06-02,2025,6,2,Monsoon,Brazil,Curitiba,11.5,38.0,8.6,1022.1,0.0,5.1,6.4,24.5,45.2,25.6,8.8,2.48,35.2,24.7,0.45,96,24,39,2120,122,Unhealthy for Sensitive Groups
2024-02-12,2024,2,12,Winter,USA,Seattle,27.3,94.0,9.0,1021.2,9.8,8.6,9.3,,63.1,26.1,6.4,2.47,28.4,6.7,0.19,26,24,25,17529,144,Unhealthy for Sensitive Groups
2025-06-27,2025,6,27,Monsoon,South Africa,Bloemfontein,35.1,92.0,4.0,1005.8,5.1,5.9,2.3,24.1,55.8,24.2,13.5,1.15,38.0,17.4,0.53,44,92,10,13832,126,Unhealthy for Sensitive Groups
2025-05-07,2025,5,7,Summer,South Africa,Durban,23.8,58.0,11.2,1015.7,0.0,8.5,5.5,28.8,42.4,23.3,16.2,0.78,31.7,16.2,0.83,48,46,42,23705,119,Unhealthy for Sensitive Groups
2025-08-30,2025,8,30,Monsoon,South Africa,Pretoria,36.5,65.0,5.7,1012.8,9.4,7.9,3.8,60.5,84.2,16.1,11.6,1.18,37.7,28.7,0.78,67,86,65,4890,201,Very Unhealthy
2025-11-19,2025,11,19,Autumn,Japan,Osaka,10.9,85.0,7.7,1003.8,1.2,9.5,6.5,38.0,65.0,21.4,14.2,0.88,33.1,10.6,0.51,60,82,37,4504,152,Unhealthy
2024-01-22,2024,1,22,Winter,South Africa,Durban,32.6,55.0,9.7,1003.3,4.7,6.5,5.9,78.8,94.0,31.5,12.6,1.53,25.1,16.5,0.4,66,39,26,21795,265,Very Unhealthy
2024-08-12,2024,8,12,Monsoon,Canada,Ottawa,15.6,71.0,2.2,1019.5,3.7,7.1,6.2,33.0,62.9,32.0,11.8,1.42,32.0,9.4,0.39,55,31,53,20552,142,Unhealthy for Sensitive Groups
2024-04-22,2024,4,22,Summer,Japan,Kyoto,34.0,64.0,3.5,1025.7,6.5,8.3,3.8,38.0,53.0,29.7,11.8,1.66,26.0,23.5,0.98,43,67,57,20376,140,Unhealthy for Sensitive Groups
2025-10-30,2025,10,30,Autumn,South Africa,Pretoria,32.8,56.0,1.1,1004.1,3.5,6.9,8.5,45.9,66.2,30.5,11.5,2.39,42.0,20.0,0.72,84,41,8,6073,194,Unhealthy
2024-09-09,2024,9,9,Autumn,Brazil,Curitiba,36.2,86.0,6.6,1013.5,10.0,5.4,4.7,49.9,84.5,33.0,14.6,1.73,27.3,24.8,0.46,98,89,32,16576,205,Very Unhealthy
2024-03-24,2024,3,24,Summer,Germany,Berlin,19.6,74.0,10.3,1009.4,0.0,7.2,7.6,18.3,45.6,32.7,10.0,2.5,37.5,10.7,0.31,53,70,25,13427,111,Unhealthy for Sensitive Groups
2024-03-06,2024,3,6,Summer,Canada,Montreal,22.5,87.0,3.1,996.7,14.7,5.5,7.3,23.4,50.6,26.9,5.4,0.98,33.6,27.3,0.64,58,44,33,7009,115,Unhealthy for Sensitive Groups
2024-09-13,2024,9,13,Autumn,Japan,Osaka,23.3,90.0,8.1,1016.8,7.4,6.3,6.6,40.0,65.8,15.3,11.0,1.92,43.8,36.9,0.42,38,34,51,14826,147,Unhealthy for Sensitive Groups
2025-03-03,2025,3,3,Summer,South Africa,Johannesburg,15.6,73.0,3.5,1029.1,0.8,10.1,5.8,31.2,51.9,46.0,13.9,1.41,21.2,22.3,0.53,68,78,29,2486,150,Unhealthy for Sensitive Groups
2024-10-22,2024,10,22,Autumn,China,Wuhan,19.6,82.0,2.4,1013.0,1.7,5.6,3.5,82.4,118.5,49.5,15.1,1.59,42.0,12.1,0.72,96,50,58,21020,304,Hazardous
2024-04-04,2024,4,4,Summer,Australia,Sydney,11.6,68.0,10.8,1002.8,0.0,8.0,4.0,50.9,78.7,29.4,11.4,1.47,35.8,21.3,0.61,84,24,28,2553,202,Very Unhealthy
2025-02-28,2025,2,28,Winter,Canada,Ottawa,18.9,60.0,8.0,1008.2,9.2,7.7,5.5,25.5,59.4,22.5,5.3,0.37,50.1,17.8,0.88,44,20,26,22710,126,Unhealthy for Sensitive Groups
2025-06-14,2025,6,14,Monsoon,India,Delhi,31.5,53.0,9.5,1023.3,3.6,10.0,5.8,25.0,60.8,45.0,16.0,1.22,21.5,12.9,0.36,62,35,64,1289,129,Unhealthy for Sensitive Groups
2025-06-16,2025,6,16,Monsoon,India,Hyderabad,19.8,92.0,7.1,994.2,1.1,8.7,5.9,55.4,88.8,36.1,19.1,1.27,36.4,5.9,0.6,85,89,7,7172,232,Very Unhealthy
2024-05-31,2024,5,31,Summer,Germany,Hamburg,29.1,61.0,10.5,1018.6,14.1,8.3,4.7,21.4,44.8,21.3,10.4,1.03,30.2,7.9,0.23,43,31,17,17054,106,Unhealthy for Sensitive Groups
2025-06-29,2025,6,29,Monsoon,USA,Los Angeles,25.7,50.0,4.2,1010.2,3.8,4.6,1.1,45.3,72.6,36.7,5.9,1.38,39.2,18.1,0.29,86,34,24,16073,193,Unhealthy
2024-05-02,2024,5,2,Summer,Australia,Perth,34.0,70.0,6.5,1014.3,5.7,7.4,3.9,48.5,59.1,27.1,9.7,1.99,31.8,14.3,0.18,71,70,63,23868,169,Unhealthy
2024-06-14,2024,6,14,Monsoon,Brazil,Curitiba,39.9,85.0,3.7,1018.7,9.3,5.0,4.7,50.6,89.6,40.9,10.6,1.51,31.6,21.3,0.76,20,25,63,24497,190,Unhealthy
2024-11-16,2024,11,16,Autumn,South Africa,Pretoria,30.4,62.0,6.7,995.4,8.6,6.8,6.1,55.4,67.4,31.1,12.9,0.82,49.0,19.6,0.32,85,35,25,13810,214,Very Unhealthy
2025-08-07,2025,8,7,Monsoon,Germany,Hamburg,11.5,67.0,6.2,1022.3,6.2,8.1,5.7,44.4,78.3,25.9,9.2,0.4,48.1,19.5,0.42,69,58,10,4555,191,Unhealthy
2025-12-02,2025,12,2,Winter,China,Wuhan,21.5,79.0,4.2,1017.7,1.7,8.3,5.4,95.6,110.7,26.9,7.6,2.13,38.1,11.0,0.52,50,27,47,7814,301,Hazardous
2025-09-15,2025,9,15,Autumn,Germany,Berlin,23.8,42.0,9.2,1017.2,7.1,8.3,6.0,33.9,56.5,35.4,11.8,1.89,38.8,24.3,0.63,59,61,46,2846,149,Unhealthy for Sensitive Groups
2024-09-08,2024,9,8,Autumn,Canada,Toronto,29.4,95.0,2.7,1007.9,0.0,6.9,5.1,23.1,44.7,18.2,4.8,1.06,27.1,24.4,0.54,25,30,43,18727,92,Moderate
2025-01-03,2025,1,3,Winter,Brazil,Rio de Janeiro,22.7,39.0,9.7,1022.7,10.9,9.4,5.8,40.2,51.6,36.9,11.9,1.3,27.9,15.9,0.52,70,88,50,22752,158,Unhealthy
2024-12-04,2024,12,4,Winter,Brazil,Brasilia,20.3,84.0,1.0,1012.3,6.3,7.6,5.2,31.7,66.8,31.3,19.8,1.46,33.8,11.2,0.84,50,97,17,19943,154,Unhealthy
2025-06-22,2025,6,22,Monsoon,Brazil,Salvador,38.7,41.0,5.6,1005.4,0.0,9.2,7.3,46.9,73.9,38.3,13.3,1.28,41.6,16.2,0.78,64,70,34,14082,195,Unhealthy
2025-02-09,2025,2,9,Winter,USA,Chicago,28.2,62.0,6.7,1004.6,11.6,8.1,6.6,42.7,55.0,40.4,7.8,0.45,46.3,21.7,0.28,33,44,65,8375,162,Unhealthy
2025-06-27,2025,6,27,Monsoon,China,Wuhan,27.2,43.0,10.8,1028.8,5.8,6.0,1.1,48.3,63.9,35.2,16.8,0.67,26.5,20.9,0.67,82,53,65,22405,180,Unhealthy
2024-12-21,2024,12,21,Winter,Australia,Sydney,26.9,82.0,5.9,997.5,4.9,6.8,6.3,40.1,62.7,30.0,7.5,2.42,38.1,13.0,0.18,76,23,60,1226,159,Unhealthy
2024-08-27,2024,8,27,Monsoon,Brazil,Salvador,21.8,75.0,2.3,1013.4,6.3,7.4,3.2,60.1,98.5,57.1,14.2,1.1,58.2,14.8,0.5,93,72,48,15849,260,Very Unhealthy
2025-07-16,2025,7,16,Monsoon,Germany,Hamburg,31.0,41.0,4.4,1016.2,0.0,5.7,9.5,41.1,65.5,24.0,12.9,2.33,30.4,20.9,0.4,65,41,56,1943,155,Unhealthy
2025-12-21,2025,12,21,Winter,India,Delhi,16.1,91.0,5.1,1014.0,0.0,8.0,6.9,75.8,90.7,19.9,20.5,1.03,40.7,17.2,0.38,47,71,16,17589,257,Very Unhealthy
2024-07-05,2024,7,5,Monsoon,Japan,Nagoya,20.8,81.0,11.3,1016.8,0.4,7.5,4.5,28.6,53.3,35.4,13.4,2.39,25.8,14.7,0.51,77,78,17,9041,143,Unhealthy for Sensitive Groups
2024-06-11,2024,6,11,Monsoon,South Africa,Durban,34.8,56.0,11.3,1014.1,3.0,10.4,5.1,32.2,63.9,41.6,15.5,2.29,26.7,8.8,0.6,75,77,69,11398,147,Unhealthy for Sensitive Groups
2025-06-22,2025,6,22,Monsoon,South Africa,Bloemfontein,30.8,67.0,0.6,1019.9,0.0,5.7,6.4,48.8,75.7,52.5,5.4,1.44,36.9,20.0,0.53,92,27,40,14104,210,Very Unhealthy
2024-02-12,2024,2,12,Winter,France,Paris,18.5,63.0,2.8,1013.4,6.2,11.7,5.5,33.2,70.3,21.2,11.1,0.57,15.7,23.8,0.6,49,33,60,17980,127,Unhealthy for Sensitive Groups
2025-04-04,2025,4,4,Summer,France,Lyon,30.8,47.0,7.7,1006.6,0.0,10.3,6.0,46.1,76.6,28.5,13.0,2.26,33.2,15.2,0.58,64,39,68,20957,173,Unhealthy
2024-07-11,2024,7,11,Monsoon,South Africa,Cape Town,34.3,36.0,1.9,1028.2,,7.9,5.9,33.0,44.7,31.5,14.5,1.15,31.9,23.3,0.61,49,50,22,21929,142,Unhealthy for Sensitive Groups
2025-03-07,2025,3,7,Summer,India,Mumbai,28.1,44.0,0.9,1008.3,0.0,8.0,7.7,52.3,81.7,42.5,17.7,2.07,13.2,30.5,0.22,84,94,10,9515,216,Very Unhealthy
2025-12-20,2025,12,20,Winter,Japan,Kyoto,40.3,62.0,3.5,1025.1,2.9,9.0,6.3,43.8,76.1,39.4,11.1,1.16,38.1,11.2,0.28,44,45,48,17684,180,Unhealthy
2024-05-13,2024,5,13,Summer,Japan,Tokyo,14.4,63.0,7.4,1010.5,5.1,5.4,3.1,71.6,85.2,35.5,10.4,0.72,23.1,19.4,0.53,66,28,50,23434,240,Very Unhealthy
2024-09-26,2024,9,26,Autumn,USA,Houston,28.1,52.0,11.7,1022.9,3.6,6.5,3.4,38.8,63.2,30.6,15.2,1.85,39.1,21.6,0.39,71,89,39,14867,165,Unhealthy
2025-01-09,2025,1,9,Winter,France,Marseille,7.8,69.0,6.6,1004.4,2.0,3.8,4.1,52.6,77.6,16.8,11.5,1.08,27.0,5.3,0.44,51,67,25,6531,185,Unhealthy
2025-02-20,2025,2,20,Winter,South Africa,Bloemfontein,19.5,88.0,6.8,1002.0,4.0,9.7,4.4,51.4,76.9,40.8,12.3,1.84,41.5,9.0,0.38,83,54,17,4995,217,Very Unhealthy
2024-07-25,2024,7,25,Monsoon,USA,New York,26.0,88.0,10.1,1011.2,6.2,11.1,7.7,31.1,43.8,42.9,7.9,1.29,27.3,15.8,0.1,90,20,47,23550,142,Unhealthy for Sensitive Groups
2025-09-24,2025,9,24,Autumn,China,Guangzhou,36.3,82.0,8.6,1013.1,7.2,6.6,4.0,83.9,120.2,53.1,26.2,0.31,37.1,9.6,0.38,79,68,26,23782,320,Hazardous
2025-01-04,2025,1,4,Winter,Japan,Osaka,13.7,53.0,6.6,1017.8,0.0,6.5,3.7,55.2,72.7,44.9,12.7,0.86,45.7,16.7,0.53,89,44,26,18711,227,Very Unhealthy
2024-05-04,2024,5,4,Summer,Germany,Cologne,20.6,81.0,11.0,1023.4,0.0,5.3,7.9,17.2,52.3,14.4,10.8,0.66,34.2,16.8,0.43,32,47,53,24589,83,Moderate
2024-04-23,2024,4,23,Summer,Australia,Perth,20.8,93.0,2.7,1017.3,1.1,5.1,7.5,18.1,50.4,31.1,10.8,2.16,19.6,24.5,1.16,67,73,54,2082,99,Moderate
2025-06-16,2025,6,16,Monsoon,Canada,Toronto,27.4,83.0,8.9,1001.5,10.9,8.0,8.7,18.8,52.9,29.8,11.6,0.46,40.1,20.5,0.65,48,50,39,21843,110,Unhealthy for Sensitive Groups
2025-08-10,2025,8,10,Monsoon,China,Shanghai,41.1,67.0,11.3,1013.9,0.1,6.9,5.6,71.7,84.5,18.2,19.8,2.23,47.9,17.6,0.21,67,50,35,6526,244,Very Unhealthy
2025-07-27,2025,7,27,Monsoon,China,Wuhan,40.2,47.0,9.1,1020.0,0.0,8.0,4.5,46.2,69.8,40.1,10.9,1.04,33.9,18.0,0.23,22,23,44,14445,177,Unhealthy
2024-09-14,2024,9,14,Autumn,China,Beijing,23.1,71.0,5.2,1011.1,15.7,4.7,5.6,29.9,60.2,45.1,15.1,0.34,42.3,17.9,0.46,65,45,35,3286,157,Unhealthy
2025-05-06,2025,5,6,Summer,Canada,Calgary,20.8,42.0,7.9,1026.3,3.5,9.9,8.0,41.6,71.8,37.9,6.3,1.16,35.8,25.4,0.51,87,79,22,17435,185,Unhealthy
2024-11-27,2024,11,27,Autumn,Australia,Sydney,32.0,68.0,1.8,1020.9,9.6,12.8,2.4,20.8,30.9,30.0,11.7,2.19,39.1,19.9,0.43,35,72,9,9574,109,Unhealthy for Sensitive Groups
2025-06-15,2025,6,15,Monsoon,South Africa,Cape Town,26.8,77.0,4.5,1008.4,3.9,7.2,4.7,36.7,73.4,38.7,12.0,1.74,32.7,9.4,0.55,86,30,60,17043,165,Unhealthy
2024-06-30,2024,6,30,Monsoon,Brazil,Brasilia,10.9,51.0,8.1,1018.2,0.3,6.9,6.4,47.0,76.1,48.5,14.4,1.36,26.6,12.1,0.53,93,60,14,1967,211,Very Unhealthy
2024-11-20,2024,11,20,Autumn,USA,Chicago,11.8,63.0,6.8,1018.9,0.4,9.2,9.0,30.3,52.6,32.9,16.6,2.2,36.7,27.0,0.23,39,85,56,5962,131,Unhealthy for Sensitive Groups
2024-02-08,2024,2,8,Winter,India,Delhi,12.8,44.0,6.2,1014.0,10.3,5.6,9.7,71.6,95.0,24.8,12.7,1.31,37.1,20.4,0.53,34,70,65,24823,232,Very Unhealthy
2024-06-30,2024,6,30,Monsoon,India,Delhi,32.9,68.0,1.6,1013.1,0.0,8.3,3.2,54.0,76.2,45.6,19.2,1.67,39.9,19.9,0.66,66,80,32,19303,220,Very Unhealthy
2024-03-09,2024,3,9,Summer,South Africa,Pretoria,8.6,73.0,11.7,1014.1,9.2,8.0,9.7,33.4,66.0,38.2,9.0,1.24,44.2,14.8,0.28,67,21,20,2853,165,Unhealthy
2025-07-16,2025,7,16,Monsoon,Australia,Melbourne,18.4,57.0,8.9,1016.1,1.3,3.7,7.0,49.5,70.2,25.1,11.2,0.3,26.7,17.1,0.45,82,73,34,7204,185,Unhealthy
2025-04-01,2025,4,1,Summer,China,Shanghai,18.0,67.0,10.7,1010.9,1.9,8.8,7.9,68.6,105.0,42.5,14.4,2.31,35.7,15.9,0.35,26,24,47,14797,248,Very Unhealthy
2025-02-27,2025,2,27,Winter,India,Chennai,24.2,46.0,1.0,1008.3,0.0,7.6,6.6,60.5,94.1,52.0,15.6,1.13,55.9,22.4,0.35,76,67,28,11281,257,Very Unhealthy
2024-04-02,2024,4,2,Summer,Japan,Tokyo,34.0,35.0,11.2,1006.3,3.0,10.8,4.7,42.3,79.1,16.1,11.8,1.48,40.9,24.7,0.53,68,34,9,16168,177,Unhealthy
2025-07-03,2025,7,3,Monsoon,India,Bengaluru,18.3,92.0,5.6,997.4,7.7,9.9,5.4,62.3,95.5,45.0,20.6,2.4,40.4,17.6,0.93,44,43,29,12735,245,Very Unhealthy
2025-09-17,2025,9,17,Autumn,Brazil,Curitiba,25.0,71.0,11.1,1013.1,14.1,10.1,7.1,34.1,71.3,46.7,10.3,0.7,29.9,11.4,0.69,42,81,43,15369,159,Unhealthy
2024-05-31,2024,5,31,Summer,Germany,Berlin,33.8,90.0,8.7,1016.6,8.4,7.0,7.3,45.3,70.7,31.1,13.1,0.79,29.0,17.0,0.27,59,92,66,13773,168,Unhealthy
2025-09-27,2025,9,27,Autumn,France,Lyon,21.3,82.0,2.8,1018.0,8.3,5.7,4.8,39.6,62.3,29.8,13.6,0.83,35.2,22.9,0.43,53,67,65,2841,152,Unhealthy
2025-03-20,2025,3,20,Summer,China,Shenzhen,20.9,42.0,1.5,1035.1,0.4,9.8,4.5,113.7,127.6,47.5,18.8,1.6,32.2,12.6,0.37,25,39,31,15282,368,Hazardous
2024-10-21,2024,10,21,Autumn,South Africa,Bloemfontein,12.7,53.0,3.9,1005.0,4.4,7.0,8.5,58.4,85.5,,18.4,0.97,32.8,11.6,0.1,48,98,68,14841,207,Very Unhealthy
2025-05-20,2025,5,20,Summer,South Africa,Cape Town,22.0,73.0,0.8,1013.4,5.6,7.8,5.4,52.1,72.7,18.9,15.9,2.34,26.7,5.8,0.47,57,67,25,9521,186,Unhealthy
2024-08-01,2024,8,1,Monsoon,USA,Chicago,33.5,44.0,1.6,1015.9,15.9,6.5,3.9,17.0,52.4,27.8,14.2,0.51,32.1,24.9,0.5,32,54,59,20695,93,Moderate
2025-07-14,2025,7,14,Monsoon,Australia,Perth,18.5,77.0,0.9,1009.1,0.0,9.5,2.9,26.0,57.7,24.3,10.1,1.84,32.9,15.8,0.29,79,84,19,21468,132,Unhealthy for Sensitive Groups
2024-09-20,2024,9,20,Autumn,Canada,Toronto,31.0,48.0,5.9,1009.9,2.9,10.2,10.1,33.2,66.1,23.9,12.3,0.81,29.5,23.1,0.45,71,74,62,17660,137,Unhealthy for Sensitive Groups
2024-03-28,2024,3,28,Summer,Canada,Montreal,21.7,58.0,1.9,1012.3,3.4,5.9,7.3,18.7,51.5,30.6,13.2,0.59,41.9,30.0,0.56,59,92,44,1442,111,Unhealthy for Sensitive Groups
2024-10-22,2024,10,22,Autumn,India,Chennai,19.6,35.0,8.2,1000.3,0.0,5.7,5.6,74.9,97.1,56.7,22.2,1.17,49.4,19.8,0.61,84,83,22,18552,297,Very Unhealthy
2024-12-19,2024,12,19,Winter,Japan,Sapporo,15.8,79.0,9.7,1011.1,6.9,9.5,2.2,65.7,96.4,30.7,12.1,1.8,47.8,13.9,0.61,27,23,58,10660,229,Very Unhealthy
2025-01-10,2025,1,10,Winter,Japan,Sapporo,22.3,68.0,6.5,1019.3,1.0,6.0,6.6,51.4,70.9,25.5,11.9,0.61,20.4,22.4,0.61,50,82,6,2773,189,Unhealthy
2025-05-03,2025,5,3,Summer,South Africa,Bloemfontein,32.7,77.0,7.5,1013.7,4.3,7.8,5.6,50.0,89.5,39.9,11.1,1.05,33.2,19.7,0.68,63,99,50,6951,201,Very Unhealthy
2024-08-16,2024,8,16,Monsoon,Canada,Ottawa,17.1,58.0,4.9,1012.2,4.8,4.8,3.2,28.4,65.3,26.6,6.9,1.4,38.6,25.4,0.24,87,26,65,4448,132,Unhealthy for Sensitive Groups
2024-11-06,2024,11,6,Autumn,USA,Chicago,35.0,41.0,4.6,1025.5,4.6,6.3,8.9,34.2,62.2,37.9,11.8,1.03,41.3,24.0,0.96,38,75,66,21005,145,Unhealthy for Sensitive Groups
2024-08-24,2024,8,24,Monsoon,South Africa,Durban,22.6,49.0,3.3,1014.2,1.5,10.3,4.6,36.3,65.0,27.7,11.7,2.03,27.8,19.7,0.25,28,22,62,6963,137,Unhealthy for Sensitive Groups
2024-06-10,2024,6,10,Monsoon,Canada,Montreal,9.0,52.0,6.6,1020.9,4.5,10.3,7.2,41.8,80.1,31.1,11.7,1.95,41.5,22.3,0.69,96,52,61,11498,178,Unhealthy
2024-09-28,2024,9,28,Autumn,France,Toulouse,41.5,47.0,1.1,1008.0,0.0,8.1,7.3,36.4,66.7,26.2,16.2,1.69,49.2,14.5,0.68,40,96,59,1238,150,Unhealthy for Sensitive Groups
2025-04-12,2025,4,12,Summer,Germany,Hamburg,22.5,63.0,1.6,1007.9,0.0,11.1,2.2,16.8,42.4,21.8,10.8,1.07,30.0,24.8,0.76,62,26,15,9101,99,Moderate
2025-12-08,2025,12,8,Winter,Brazil,Rio de Janeiro,17.2,80.0,7.9,1009.4,,6.7,7.0,55.3,76.0,19.9,14.4,1.62,40.8,14.0,0.51,57,75,20,21428,202,Very Unhealthy
2025-10-03,2025,10,3,Autumn,France,Lyon,23.9,92.0,1.3,1015.7,7.9,6.6,3.1,30.9,46.7,18.4,19.9,1.09,21.2,21.3,0.49,48,70,51,21879,116,Unhealthy for Sensitive Groups
2024-03-27,2024,3,27,Summer,France,Marseille,23.6,65.0,0.7,1018.9,0.0,7.7,6.0,46.4,66.2,21.4,9.8,1.48,46.2,24.6,0.37,59,80,48,4761,172,Unhealthy
2025-06-04,2025,6,4,Monsoon,Brazil,Salvador,13.8,51.0,8.9,988.6,8.2,6.8,3.6,21.0,38.0,26.3,10.4,1.07,48.9,27.1,0.59,46,86,51,10525,103,Unhealthy for Sensitive Groups
2025-08-02,2025,8,2,Monsoon,Australia,Perth,24.8,36.0,2.9,1005.8,1.4,12.9,6.8,34.6,68.0,28.3,10.8,1.65,57.2,14.6,0.48,71,64,28,10573,165,Unhealthy
2024-10-05,2024,10,5,Autumn,USA,New York,22.5,87.0,1.3,1029.8,9.0,8.1,9.3,21.8,45.6,36.7,10.9,1.21,18.5,14.8,0.34,100,35,13,11051,128,Unhealthy for Sensitive Groups
2025-11-20,2025,11,20,Autumn,Japan,Sapporo,26.2,85.0,3.9,1011.2,11.5,8.5,6.8,33.1,51.8,29.6,7.5,1.9,38.4,20.0,0.49,65,95,32,9398,144,Unhealthy for Sensitive Groups
2024-05-27,2024,5,27,Summer,Japan,Tokyo,22.0,77.0,5.5,1000.8,6.9,7.0,7.9,40.7,61.7,32.8,11.3,1.13,50.2,27.5,0.54,53,38,16,21558,177,Unhealthy
2024-11-11,2024,11,11,Autumn,USA,New York,19.5,55.0,10.5,1008.3,4.3,8.8,4.6,31.4,46.7,19.7,15.2,2.24,36.9,9.5,0.18,43,43,46,11223,123,Unhealthy for Sensitive Groups
2024-03-08,2024,3,8,Summer,South Africa,Durban,14.6,56.0,1.6,1009.2,8.2,5.4,8.0,46.4,67.0,31.5,12.4,1.45,47.9,25.7,0.91,59,26,41,14579,184,Unhealthy
2025-07-27,2025,7,27,Monsoon,Canada,Vancouver,20.1,89.0,3.8,1013.9,4.7,12.8,6.0,28.4,63.6,15.6,8.6,1.55,48.0,21.0,0.33,23,56,43,10207,121,Unhealthy for Sensitive Groups
2025-09-22,2025,9,22,Autumn,France,Lyon,33.7,50.0,6.7,1001.0,7.5,10.6,8.6,50.8,67.7,34.2,9.3,0.66,72.6,17.3,0.52,81,36,67,859,201,Very Unhealthy
2024-08-19,2024,8,19,Monsoon,India,Chennai,25.1,51.0,10.2,1031.0,0.0,9.1,6.0,37.9,76.0,37.7,9.1,2.43,19.0,22.5,0.1,78,41,65,6068,158,Unhealthy
2024-11-02,2024,11,2,Autumn,Brazil,Sao Paulo,26.5,58.0,9.2,1002.6,0.0,6.5,4.3,36.1,62.8,29.0,14.8,2.44,42.7,15.1,0.52,58,49,35,9013,158,Unhealthy
2025-08-21,2025,8,21,Monsoon,South Africa,Durban,17.4,61.0,9.7,1015.9,9.5,7.0,6.8,66.0,104.8,25.0,12.8,0.39,54.2,9.8,0.74,38,70,31,21224,242,Very Unhealthy
2024-02-15,2024,2,15,Winter,Australia,Sydney,26.3,84.0,2.1,1004.9,6.4,5.2,5.6,37.0,61.1,37.5,9.3,1.91,33.2,16.5,0.48,65,36,57,15987,154,Unhealthy
2024-03-14,2024,3,14,Summer,France,Toulouse,14.9,79.0,1.8,1015.3,8.0,8.5,9.2,29.0,49.1,18.5,8.4,2.14,38.5,19.1,0.31,23,24,26,19440,118,Unhealthy for Sensitive Groups
2024-04-26,2024,4,26,Summer,France,Lyon,39.4,52.0,6.1,1005.3,0.0,8.8,4.6,41.1,74.7,23.6,10.5,2.21,31.1,25.1,0.43,90,28,29,19463,172,Unhealthy
2024-02-17,2024,2,17,Winter,France,Nice,22.7,61.0,4.5,1036.0,6.6,8.5,5.0,26.6,62.1,26.8,9.2,1.13,36.1,28.0,0.67,51,35,69,12928,118,Unhealthy for Sensitive Groups
2025-06-16,2025,6,16,Monsoon,India,Chennai,17.8,91.0,7.1,1026.1,0.0,6.2,10.4,53.4,85.4,37.1,19.9,1.55,19.2,3.0,0.45,89,52,61,23288,205,Very Unhealthy
2024-10-22,2024,10,22,Autumn,Japan,Nagoya,23.3,94.0,10.4,1005.0,6.3,5.0,8.2,24.1,43.3,42.0,9.9,0.84,31.4,24.5,0.24,59,31,36,15064,125,Unhealthy for Sensitive Groups
2025-01-10,2025,1,10,Winter,Japan,Nagoya,22.3,84.0,3.5,1015.5,7.0,9.6,6.2,19.6,48.8,22.1,12.1,0.33,28.8,16.4,0.29,72,36,5,23877,114,Unhealthy for Sensitive Groups
2025-06-15,2025,6,15,Monsoon,USA,Seattle,31.8,59.0,0.7,1010.7,0.0,8.6,5.8,34.7,62.8,27.2,16.3,1.26,27.7,19.0,0.51,73,91,27,16217,153,Unhealthy
2025-08-13,2025,8,13,Monsoon,Australia,Adelaide,39.4,45.0,10.9,1015.3,0.0,7.7,3.1,37.2,60.6,24.2,10.3,1.12,16.2,24.6,0.71,27,43,56,10140,130,Unhealthy for Sensitive Groups
2024-06-20,2024,6,20,Monsoon,India,Mumbai,34.0,36.0,4.6,1003.6,0.0,5.9,8.4,40.2,66.2,33.2,11.7,1.66,40.7,19.4,0.4,23,20,20,17802,167,Unhealthy
2025-04-10,2025,4,10,Summer,Japan,Osaka,37.5,77.0,0.6,1008.5,0.0,5.8,6.3,42.3,52.7,33.6,9.0,0.81,47.0,15.6,0.62,64,48,14,12487,177,Unhealthy
2025-04-21,2025,4,21,Summer,France,Nice,16.2,66.0,9.7,1007.2,12.9,7.4,8.7,34.8,63.6,29.3,10.1,0.49,34.3,14.0,0.54,51,64,6,2952,157,Unhealthy
2024-01-18,2024,1,18,Winter,France,Toulouse,27.7,65.0,11.1,1026.4,0.0,9.9,7.1,10.3,35.3,22.3,8.6,1.17,50.3,29.5,0.66,33,23,21,24290,82,Moderate
